,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/num_CL,config/size_CL,config/kernel,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir,error_type,error_message,error_traceback
0,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,11381232,11381232,1700584431,,False,1,22aeed0a,2023-11-21_13-33-51,95.8232958316803,95.8232958316803,68453,cd0715864623,172.17.0.3,95.8232958316803,1,64,3,9,2,2,160,0.00044276003832889263,2.704951748706186e-06,22aeed0a,,,
1,0.732470334412082,0.732470334412082,0.004428128533284527,0.7282170545968542,0.0048233699468614045,0.7282170545968543,0.004823369946861369,0.7011866235167206,0.0,0.6976715645115702,0.0,0.6976715645115704,0.0,0.6725997842502697,0.0,0.6467903868418665,0.0,0.6467903868418666,0.0,46537982,46537982,1700584647,,False,1,b38823f5,2023-11-21_13-37-27,300.62259697914124,300.62259697914124,70095,cd0715864623,172.17.0.3,300.62259697914124,1,64,2,12,4,4,108,0.0008144201105551327,2.664027782873183e-06,b38823f5,,,
2,0.46062567421790723,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.46062567421790723,0.0,0.43931418436352265,0.0,0.4393141843635226,0.0,0.16828478964401294,0.0,0.08673423423423421,0.0,0.08673423423423421,0.0,51981911,51981911,1700584589,,False,1,730ca52b,2023-11-21_13-36-29,158.23817658424377,158.23817658424377,68453,cd0715864623,172.17.0.3,158.23817658424377,1,128,4,20,2,2,89,7.377331906332314e-05,8.380226010713924e-06,730ca52b,,,
3,0.6889967637540453,0.6889967637540453,0.004234689628131714,0.6573343207530116,0.004336082192950834,0.6573343207530116,0.004336082192950846,0.6623516720604099,0.0,0.6266577195082111,0.0,0.6266577195082111,0.0,0.6758360302049622,0.0,0.6323866001850394,0.0,0.6323866001850393,0.0,188224220,188224220,1700585165,,False,1,376132c8,2023-11-21_13-46-05,575.6903219223022,575.6903219223022,68453,cd0715864623,172.17.0.3,575.6903219223022,1,128,3,29,4,3,158,0.0006477965028538923,7.104036236894597e-06,376132c8,,,
4,0.7217907227615965,0.7217907227615965,0.004619765502775376,0.7208723032427875,0.004905379973873686,0.7208723032427875,0.0049053799738737105,0.6461704422869471,0.0,0.6436187740792308,0.0,0.6436187740792308,0.0,0.6887810140237325,0.0,0.6487776810361353,0.0,0.6487776810361352,0.0,14604058,14604058,1700585496,,False,1,e5e70c8b,2023-11-21_13-51-36,849.0613765716553,849.0613765716553,70095,cd0715864623,172.17.0.3,849.0613765716553,1,64,3,8,3,3,48,5.811696407468414e-05,5.0747127311223e-06,e5e70c8b,,,
5,0.6202804746494067,0.5550701186623517,0.0007797644171953228,0.5488453894816712,0.0007910401112404953,0.5488453894816712,0.0007910401112404888,0.6202804746494067,0.0,0.6186527839072815,0.0,0.6186527839072814,0.0,0.5485436893203883,0.0,0.4908501086529548,0.0,0.4908501086529548,0.0,194663967,194663967,1700585527,,True,1,c9d0b6ee,2023-11-21_13-52-07,362.2446012496948,362.2446012496948,68453,cd0715864623,172.17.0.3,362.2446012496948,1,128,4,30,4,3,33,0.0001997171273260951,8.667023980338294e-06,c9d0b6ee,,,
6,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1700586753,,True,1,c7ce15a2,2023-11-21_14-12-33,1256.4376068115234,1256.4376068115234,70095,cd0715864623,172.17.0.3,1256.4376068115234,1,64,4,20,4,3,18,3.437775385823038e-05,1.2972005319073012e-06,c7ce15a2,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 278.00 MiB. GPU 0 has a total capacty of 23.68 GiB of which 168.12 MiB is free. Process 448544 has 13.85 GiB memory in use. Process 1252896 has 6.78 GiB memory in use. Process 1254543 has 2.89 GiB memory in use. Of the allocated memory 2.47 GiB is allocated by PyTorch, and 151.25 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 132, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 147, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 147, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/librep/transforms/topo_ae.py"", line 302, in transform
    return self.model.encode(in_tensor).cpu().detach().numpy()

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/librep/estimators/ae/torch/models/topological_ae/topological_ae.py"", line 80, in encode
    return self.autoencoder.encode(x)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/librep/estimators/ae/torch/models/topological_ae/model_submodules.py"", line 447, in encode
    return self.encoder(x)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/nn/modules/module.py"", line 1502, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/nn/modules/module.py"", line 1511, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/nn/modules/container.py"", line 217, in forward
    input = module(input)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/nn/modules/module.py"", line 1502, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/nn/modules/module.py"", line 1511, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/nn/modules/activation.py"", line 103, in forward
    return F.relu(input, inplace=self.inplace)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/nn/functional.py"", line 1475, in relu
    result = torch.relu(input)
"
7,0.6250269687162892,0.6250269687162892,0.007019330522113254,0.6268662772492972,0.006981054645745764,0.6268662772492972,0.006981054645745773,0.5911542610571737,0.0,0.5891674469365663,0.0,0.5891674469365663,0.0,0.5674217907227616,0.0,0.5091515702727096,0.0,0.5091515702727096,0.0,75926838,75926838,1700585745,,True,1,003f8db9,2023-11-21_13-55-45,217.9974229335785,217.9974229335785,68453,cd0715864623,172.17.0.3,217.9974229335785,1,64,3,18,2,3,156,9.504203503943636e-05,3.7777047764947628e-06,003f8db9,,,
8,0.7999460625674218,0.7999460625674218,0.0038249969043131567,0.79815663040775,0.004122677577719813,0.79815663040775,0.004122677577719785,0.7087378640776699,0.0,0.7006087533322155,0.0,0.7006087533322153,0.0,0.7087378640776699,0.0,0.672776637892762,0.0,0.672776637892762,0.0,36549217,36549217,1700586710,,False,1,bcebfd6f,2023-11-21_14-11-50,964.8193502426147,964.8193502426147,68453,cd0715864623,172.17.0.3,964.8193502426147,1,128,4,17,4,2,128,0.00022299643884655379,3.575148072015596e-06,bcebfd6f,,,
9,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,97407649,97407649,1700586891,,True,1,feac9e9d,2023-11-21_14-14-51,180.16873717308044,180.16873717308044,68453,cd0715864623,172.17.0.3,180.16873717308044,1,128,4,21,4,3,134,0.0007850402218841613,7.624058461848494e-07,feac9e9d,,,
