,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,config/MC-red_dataset-0,config/MC-red_dataset-1,config/MC-red_dataset-2,config/MC-red_dataset-3,config/MC-red_dataset-4,config/MC-red_dataset-5,logdir,error_type,error_message,error_traceback
0,0.5589201877934272,0.5589201877934272,0.00836221273735065,0.5657722296165699,0.008137046424015335,0.5657722296165699,0.00813704642401532,0.5328638497652582,0.0,0.5407182479414937,0.0,0.5407182479414938,0.0,0.4953051643192488,0.0,0.4081364324379794,0.0,0.4081364324379794,0.0,521965,521965,1708008251,False,1,02a0bc78,2024-02-15_14-44-11,1045.9139618873596,1045.9139618873596,691,1d43726c602a,172.17.0.2,1045.9139618873596,1,,64,6,10,1.7258050048171878e-05,7.710207999157375e-06,0,0,1,1,1,1,02a0bc78,,,
1,0.5258215962441315,0.4758215962441314,0.010234849463188566,0.4770018744966872,0.010892860351412563,0.4770018744966872,0.010892860351412565,0.47417840375586856,0.0,0.47052229619309766,0.0,0.47052229619309766,0.0,0.5258215962441315,0.0,0.45023610399954483,0.0,0.45023610399954483,0.0,525033,525033,1708007429,False,1,20fcdace,2024-02-15_14-30-29,189.2149224281311,189.2149224281311,796,1d43726c602a,172.17.0.2,189.2149224281311,1,,64,6,12,0.0001705010385278687,6.229322598220242e-06,0,0,0,0,0,1,20fcdace,,,
2,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,626144,626144,1708008254,True,1,333b1ff3,2024-02-15_14-44-14,1005.7252998352051,1005.7252998352051,843,1d43726c602a,172.17.0.2,1005.7252998352051,1,,128,7,17,0.0002433558960733632,8.922186846373758e-06,0,1,1,1,1,1,333b1ff3,,,
3,0.4460093896713615,0.436150234741784,0.006622880741627172,0.44303315261500587,0.006351818395590513,0.4430331526150059,0.006351818395590567,0.4460093896713615,0.0,0.4519470794154195,0.0,0.45194707941541956,0.0,0.2863849765258216,0.0,0.23305561777816983,0.0,0.2330556177781698,0.0,233413,233413,1708007407,False,1,1dbc3d75,2024-02-15_14-30-07,145.64330744743347,145.64330744743347,890,1d43726c602a,172.17.0.2,145.64330744743347,1,,64,3,2,0.00026296834883263073,3.609641525972175e-06,1,1,0,0,1,0,1dbc3d75,,,
4,0.4640845070422535,0.4640845070422535,0.008269443640285706,0.472672061897977,0.008020245391420013,0.472672061897977,0.008020245391420034,0.4084507042253521,0.0,0.3916786613753936,0.0,0.3916786613753936,0.0,0.4295774647887324,0.0,0.4005032228552821,0.0,0.40050322285528217,0.0,234146,234146,1708007667,True,1,d5389e59,2024-02-15_14-34-27,399.2198066711426,399.2198066711426,937,1d43726c602a,172.17.0.2,399.2198066711426,1,,64,3,3,3.4611981564962215e-05,4.329635576644202e-06,0,0,1,0,0,1,d5389e59,,,
5,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1708007276,False,1,ff3f271c,2024-02-15_14-27-56,2.8596856594085693,2.8596856594085693,984,1d43726c602a,172.17.0.2,2.8596856594085693,1,,64,5,11,0.0008936663043893911,1.3441450487788653e-06,1,1,1,0,0,0,ff3f271c,<class 'IndexError'>,"too many indices for array: array is 1-dimensional, but 2 were indexed","  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 159, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/transforms/topo_ae.py"", line 187, in fit
    epoch_loss, epoch_ae_loss, epoch_topo_loss = self.__one_epoch(val_data_loader, train_mode=False)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/transforms/topo_ae.py"", line 88, in __one_epoch
    loss, loss_components = self.model(inputs)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1501, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/estimators/ae/torch/models/topological_ae/topological_ae.py"", line 61, in forward
    topo_error, topo_error_components = self.topo_sig(

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1501, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/estimators/ae/torch/models/topological_ae/topological_signature_distance.py"", line 102, in forward
    sig1 = self._select_distances_from_pairs(distances1, pairs1)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/estimators/ae/torch/models/topological_ae/topological_signature_distance.py"", line 48, in _select_distances_from_pairs
    selected_distances = distance_matrix[(pairs_0[:, 0], pairs_0[:, 1])]
"
6,0.6016431924882628,0.6016431924882628,0.007859469034170535,0.6025494697781066,0.007682582892094392,0.6025494697781065,0.007682582892094343,0.5868544600938967,0.0,0.5939206963249516,0.0,0.5939206963249517,0.0,0.5704225352112676,0.0,0.5090114091649557,0.0,0.5090114091649556,0.0,341453,341453,1708009168,False,1,7b1a090e,2024-02-15_14-59-28,1889.9453201293945,1889.9453201293945,984,1d43726c602a,172.17.0.2,1889.9453201293945,1,,128,4,14,2.586450171354167e-05,6.419958191759048e-06,0,1,1,0,1,0,7b1a090e,,,
7,0.5678403755868544,0.5678403755868544,0.007817289110491434,0.5690444736183771,0.007237218804706333,0.569044473618377,0.007237218804706344,0.5539906103286385,0.0,0.5431477893012192,0.0,0.5431477893012192,0.0,0.48826291079812206,0.0,0.4337444908285301,0.0,0.43374449082853,0.0,138756,138756,1708007878,False,1,8fe672f4,2024-02-15_14-37-58,592.256331205368,592.256331205368,1075,1d43726c602a,172.17.0.2,592.256331205368,1,,64,2,11,6.46356417402335e-05,2.310866049395677e-07,0,1,0,0,1,0,8fe672f4,,,
8,0.5753521126760563,0.5753521126760563,0.010363258241616968,0.5849295286414484,0.009815859109756108,0.5849295286414483,0.009815859109756107,0.47183098591549294,0.0,0.4724719698646556,0.0,0.4724719698646556,0.0,0.4788732394366197,0.0,0.4199102166389396,0.0,0.41991021663893957,0.0,237592,237592,1708011647,True,1,90c1914d,2024-02-15_15-40-47,4350.420633792877,4350.420633792877,1121,1d43726c602a,172.17.0.2,4350.420633792877,1,,128,3,7,1.1558270762111796e-05,1.972023561975065e-06,1,1,0,1,1,0,90c1914d,,,
9,0.5359154929577465,0.5359154929577465,0.010861723287567387,0.5419602606704177,0.01082471207920921,0.5419602606704177,0.010824712079209192,0.4107981220657277,0.0,0.37457854281160596,0.0,0.37457854281160585,0.0,0.5046948356807511,0.0,0.509513469069853,0.0,0.509513469069853,0.0,245911,245911,1708007401,False,1,09fa8ec4,2024-02-15_14-30-01,97.75870728492737,97.75870728492737,1168,1d43726c602a,172.17.0.2,97.75870728492737,1,,128,3,16,0.0004924686131083682,7.95146874044558e-06,1,0,1,0,0,0,09fa8ec4,,,
10,0.44131455399061037,0.44131455399061037,0.010014426764179121,0.44950831217057263,0.00926870571587725,0.44950831217057263,0.009268705715877254,0.4225352112676056,0.0,0.4224755767001289,0.0,0.4224755767001289,0.0,0.2652582159624413,0.0,0.22234085270565584,0.0,0.22234085270565582,0.0,327261,327261,1708007719,True,1,9bacabfc,2024-02-15_14-35-19,408.62051248550415,408.62051248550415,1215,1d43726c602a,172.17.0.2,408.62051248550415,1,,128,4,2,0.0003204535804009144,3.4076419018304163e-06,1,1,1,0,1,1,9bacabfc,,,
11,0.4558685446009389,0.4558685446009389,0.0037558685446009376,0.46139595006706,0.003320078648306625,0.46139595006706,0.0033200786483065952,0.45305164319248825,0.0,0.4580632970240988,0.0,0.45806329702409887,0.0,0.4272300469483568,0.0,0.35756893171824405,0.0,0.3575689317182441,0.0,529550,529550,1708007561,True,1,c7296e5e,2024-02-15_14-32-41,159.74954319000244,159.74954319000244,1168,1d43726c602a,172.17.0.2,159.74954319000244,1,,128,6,15,8.653146787457865e-05,5.506869936971117e-06,0,1,1,0,0,0,c7296e5e,,,
12,0.5234741784037559,0.5234741784037559,0.00545490612141888,0.50554547453524,0.006867014341097671,0.50554547453524,0.006867014341097686,0.4765258215962441,0.0,0.48275069668031545,0.0,0.48275069668031545,0.0,0.28169014084507044,0.0,0.2528534121591225,0.0,0.2528534121591225,0.0,715090,715090,1708008061,True,1,0c3c0462,2024-02-15_14-41-01,653.543713092804,653.543713092804,890,1d43726c602a,172.17.0.2,653.543713092804,1,,128,8,15,1.1031612903051579e-05,6.553287699199015e-06,0,0,1,1,0,1,0c3c0462,,,
13,0.5690140845070422,0.5690140845070422,0.014363435249557148,0.5735299105498941,0.014081787082813524,0.5735299105498941,0.014081787082813517,0.4272300469483568,0.0,0.41996700286482946,0.0,0.4199670028648295,0.0,0.539906103286385,0.0,0.4975846685081138,0.0,0.4975846685081138,0.0,244345,244345,1708007687,False,1,35f78593,2024-02-15_14-34-47,258.0109934806824,258.0109934806824,796,1d43726c602a,172.17.0.2,258.0109934806824,1,,128,3,14,0.0007371425852092157,5.192003575787939e-06,0,1,0,1,0,0,35f78593,,,
14,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1708007564,True,1,ed0491ac,2024-02-15_14-32-44,2.3310306072235107,2.3310306072235107,1168,1d43726c602a,172.17.0.2,2.3310306072235107,1,,64,3,3,0.0004685277269756245,2.7801138588389067e-07,1,1,1,0,0,0,ed0491ac,<class 'IndexError'>,"too many indices for array: array is 1-dimensional, but 2 were indexed","  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 159, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/transforms/topo_ae.py"", line 187, in fit
    epoch_loss, epoch_ae_loss, epoch_topo_loss = self.__one_epoch(val_data_loader, train_mode=False)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/transforms/topo_ae.py"", line 88, in __one_epoch
    loss, loss_components = self.model(inputs)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1501, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/estimators/ae/torch/models/topological_ae/topological_ae.py"", line 61, in forward
    topo_error, topo_error_components = self.topo_sig(

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1501, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/estimators/ae/torch/models/topological_ae/topological_signature_distance.py"", line 102, in forward
    sig1 = self._select_distances_from_pairs(distances1, pairs1)

  File ""/home/darlinne.soto/.local/lib/python3.10/site-packages/librep/estimators/ae/torch/models/topological_ae/topological_signature_distance.py"", line 48, in _select_distances_from_pairs
    selected_distances = distance_matrix[(pairs_0[:, 0], pairs_0[:, 1])]
"
15,0.48098591549295777,0.48098591549295777,0.013503264805886999,0.493061300461968,0.013209296261033801,0.493061300461968,0.01320929626103384,0.4107981220657277,0.0,0.38803517245433583,0.0,0.38803517245433583,0.0,0.460093896713615,0.0,0.41980014079399436,0.0,0.4198001407939943,0.0,345421,345421,1708007666,True,1,e75cc72c,2024-02-15_14-34-26,102.5319230556488,102.5319230556488,1168,1d43726c602a,172.17.0.2,102.5319230556488,1,,64,4,18,0.0006879851440103755,9.494754288362963e-06,0,0,1,0,1,1,e75cc72c,,,
16,0.5448356807511737,0.5448356807511737,0.009178974082637159,0.5515248231504186,0.009089814157503479,0.5515248231504186,0.00908981415750344,0.49295774647887325,0.0,0.5000526262510734,0.0,0.5000526262510733,0.0,0.4788732394366197,0.0,0.3974289277114354,0.0,0.39742892771143545,0.0,437881,437881,1708007992,False,1,30957bab,2024-02-15_14-39-52,326.1669747829437,326.1669747829437,1168,1d43726c602a,172.17.0.2,326.1669747829437,1,,128,5,16,7.157581935990389e-05,9.478329835298456e-06,1,0,0,1,0,0,30957bab,,,
17,0.2699530516431925,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.2699530516431925,0.0,0.23153069995657902,0.0,0.23153069995657902,0.0,0.24882629107981222,0.0,0.18786507155917162,0.0,0.1878650715591716,0.0,717788,717788,1708008010,True,1,689bcc0b,2024-02-15_14-40-10,343.77712059020996,343.77712059020996,937,1d43726c602a,172.17.0.2,343.77712059020996,1,,128,8,17,4.428407475970266e-05,7.255901580670333e-07,0,0,1,0,1,0,689bcc0b,,,
18,0.5147887323943662,0.5147887323943662,0.010810872243821082,0.5213891206636179,0.010794359799678646,0.5213891206636179,0.010794359799678618,0.5,0.0,0.5034617886539842,0.0,0.5034617886539842,0.0,0.4507042253521127,0.0,0.3858021400054636,0.0,0.38580214000546353,0.0,420738,420738,1708008038,True,1,616d2292,2024-02-15_14-40-38,350.9721977710724,350.9721977710724,796,1d43726c602a,172.17.0.2,350.9721977710724,1,,128,5,3,0.00015283705543736115,5.553750818585791e-06,0,0,1,1,0,0,616d2292,,,
19,0.489906103286385,0.489906103286385,0.009094540200850001,0.49663667060376077,0.009502436583836083,0.49663667060376077,0.009502436583836118,0.460093896713615,0.0,0.4642011377931947,0.0,0.4642011377931948,0.0,0.4788732394366197,0.0,0.42202431614196323,0.0,0.4220243161419633,0.0,531725,531725,1708009456,True,1,0b283153,2024-02-15_15-04-16,1716.6163892745972,1716.6163892745972,1215,1d43726c602a,172.17.0.2,1716.6163892745972,1,,128,6,16,3.2027334181332045e-05,8.960004056877329e-06,1,0,1,1,1,1,0b283153,,,
20,0.4990610328638498,0.4990610328638498,0.01169947022946207,0.5056077606419822,0.011541004870312599,0.5056077606419822,0.011541004870312602,0.4272300469483568,0.0,0.4295871787000069,0.0,0.42958717870000684,0.0,0.43661971830985913,0.0,0.38200828584009816,0.0,0.38200828584009816,0.0,135792,135792,1708008240,True,1,9207b78c,2024-02-15_14-44-00,361.1047627925873,361.1047627925873,1075,1d43726c602a,172.17.0.2,361.1047627925873,1,,64,2,7,6.125938628837023e-05,2.519533698503598e-06,0,1,0,1,0,0,9207b78c,,,
