,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,config/MC-red_dataset-kuhar.standartized_balanced[train],config/MC-red_dataset-motionsense.standartized_balanced[train],config/MC-red_dataset-uci.standartized_balanced[train],config/MC-red_dataset-wisdm.standartized_balanced[train],config/MC-red_dataset-realworld_thigh.standartized_balanced[train],config/MC-red_dataset-realworld_waist.standartized_balanced[train],logdir,error_type,error_message,error_traceback
0,0.4671361502347418,0.4422535211267606,0.007511737089201883,0.43171117386917873,0.007198191525174374,0.43171117386917873,0.007198191525174387,0.4671361502347418,0.0,0.45934680012038914,0.0,0.45934680012038903,0.0,0.41784037558685444,0.0,0.3564022685310681,0.0,0.35640226853106804,0.0,627669,627669,1708107075,False,1,3435981c,2024-02-16_18-11-15,131.23324513435364,131.23324513435364,8797,1d43726c602a,172.17.0.2,131.23324513435364,1,,64,7,18,0.0006337091610490926,6.28287368594517e-06,0,1,0,1,1,0,3435981c,,,
1,0.4105633802816901,0.4105633802816901,0.016413470522453837,0.4212953936921152,0.015569575266825121,0.4212953936921152,0.015569575266825113,0.4084507042253521,0.0,0.4108550358402992,0.0,0.41085503584029925,0.0,0.3544600938967136,0.0,0.3109365373073218,0.0,0.3109365373073218,0.0,236098,236098,1708107043,False,1,044d677a,2024-02-16_18-10-43,76.54707193374634,76.54707193374634,8902,1d43726c602a,172.17.0.2,76.54707193374634,1,,64,3,5,0.000632321926265019,3.4441183937247636e-06,1,1,0,0,0,0,044d677a,,,
2,0.5014084507042254,0.5014084507042254,0.011932643217970731,0.4691235992998715,0.011682115615025008,0.4691235992998714,0.011682115615024993,0.4765258215962441,0.0,0.43309521371946125,0.0,0.43309521371946125,0.0,0.4953051643192488,0.0,0.43362854664622646,0.0,0.4336285466462265,0.0,332389,332389,1708107219,True,1,5568b1b7,2024-02-16_18-13-39,246.31942558288574,246.31942558288574,8944,1d43726c602a,172.17.0.2,246.31942558288574,1,,128,4,6,0.0007584087070207152,8.837950464923167e-06,0,0,0,1,1,0,5568b1b7,,,
3,0.572300469483568,0.572300469483568,0.013759953887091874,0.5763783300860721,0.013221565843769888,0.5763783300860722,0.013221565843769897,0.4061032863849765,0.0,0.38387879786188234,0.0,0.3838787978618823,0.0,0.5211267605633803,0.0,0.4712042655249382,0.0,0.4712042655249382,0.0,142129,142129,1708107407,False,1,44f2b30f,2024-02-16_18-16-47,429.04685521125793,429.04685521125793,8989,1d43726c602a,172.17.0.2,429.04685521125793,1,,128,2,16,0.00025824526126105884,2.5575713194644545e-06,0,1,1,1,1,0,44f2b30f,,,
4,0.5361502347417841,0.5361502347417841,0.019924033027157697,0.5414896002508942,0.019289443782808082,0.5414896002508942,0.01928944378280812,0.39906103286384975,0.0,0.3777376672984069,0.0,0.37773766729840696,0.0,0.5046948356807511,0.0,0.45313942302826654,0.0,0.45313942302826654,0.0,245911,245911,1708107260,False,1,86cf5e7d,2024-02-16_18-14-20,276.6008024215698,276.6008024215698,9043,1d43726c602a,172.17.0.2,276.6008024215698,1,,128,3,16,0.0008429724219698616,7.05423973673448e-07,0,0,1,0,1,1,86cf5e7d,,,
5,0.5915492957746478,0.5915492957746478,0.009621550014985535,0.600030632592073,0.008893115429938175,0.600030632592073,0.008893115429938167,0.40375586854460094,0.0,0.3645728559745068,0.0,0.36457285597450684,0.0,0.5446009389671361,0.0,0.5274618420152953,0.0,0.5274618420152952,0.0,142129,142129,1708107078,False,1,36d3aa7c,2024-02-16_18-11-18,88.34203672409058,88.34203672409058,9090,1d43726c602a,172.17.0.2,88.34203672409058,1,,64,2,16,0.000650856941118436,1.683048514900799e-06,1,0,0,1,0,0,36d3aa7c,,,
6,0.5187793427230047,0.5187793427230047,0.011830613303618925,0.5252592044494063,0.011603595764962425,0.5252592044494063,0.011603595764962435,0.4624413145539906,0.0,0.44705849944209125,0.0,0.44705849944209125,0.0,0.4788732394366197,0.0,0.43238519189286945,0.0,0.43238519189286945,0.0,339408,339408,1708107440,True,1,64dc0b34,2024-02-16_18-17-20,438.34749150276184,438.34749150276184,9132,1d43726c602a,172.17.0.2,438.34749150276184,1,,128,4,13,0.0002821351378210765,3.098515516608489e-06,0,0,0,1,0,1,64dc0b34,,,
7,0.5206572769953051,0.5206572769953051,0.007181717624778561,0.5250582808106597,0.007082686837118069,0.5250582808106597,0.007082686837118091,0.4295774647887324,0.0,0.41686729648176996,0.0,0.4168672964817699,0.0,0.49765258215962443,0.0,0.4428566087876797,0.0,0.44285660878767974,0.0,334854,334854,1708107283,True,1,c48cc914,2024-02-16_18-14-43,270.2412779331207,270.2412779331207,9179,1d43726c602a,172.17.0.2,270.2412779331207,1,,128,4,9,0.0007322128241442712,2.517538145177967e-06,0,0,0,1,0,1,c48cc914,,,
8,0.5659624413145539,0.5659624413145539,0.009532366433918754,0.5702935273214059,0.009389135366656354,0.5702935273214059,0.009389135366656375,0.4859154929577465,0.0,0.47785252053521887,0.0,0.47785252053521876,0.0,0.2887323943661972,0.0,0.24859824314441928,0.0,0.24859824314441925,0.0,716433,716433,1708107113,False,1,eed73a5c,2024-02-16_18-11-53,85.25919842720032,85.25919842720032,9231,1d43726c602a,172.17.0.2,85.25919842720032,1,,64,8,16,0.0001410511350961867,7.941878166807094e-06,1,0,1,0,0,0,eed73a5c,,,
9,0.5248826291079812,0.5248826291079812,0.00879577182873015,0.5330929488436065,0.008771824445458062,0.5330929488436065,0.008771824445458059,0.49061032863849763,0.0,0.499216535098888,0.0,0.499216535098888,0.0,0.44835680751173707,0.0,0.37982566180178123,0.0,0.3798256618017812,0.0,624631,624631,1708107622,True,1,537cb52c,2024-02-16_18-20-22,582.5855662822723,582.5855662822723,9278,1d43726c602a,172.17.0.2,582.5855662822723,1,,128,7,16,0.00015955704582118976,2.389398358072994e-06,1,0,1,0,1,0,537cb52c,,,
