,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/num_CL,config/size_CL,config/kernel,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir,error_type,error_message,error_traceback
0,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,18869313,18869313,1700092957,,False,1,e2b5dc2f,2023-11-15_21-02-37,96.76417350769043,96.76417350769043,27582,cd0715864623,172.17.0.3,96.76417350769043,1,128,3,9,3,3,102,0.0008361257986289157,5.794643240341929e-06,e2b5dc2f,,,
1,0.5852211434735707,0.5813915857605179,0.004236406788750576,0.5566989643722773,0.00450888533216445,0.5566989643722773,0.004508885332164477,0.5199568500539374,0.0,0.5091319023812964,0.0,0.5091319023812964,0.0,0.5852211434735707,0.0,0.5419656707020696,0.0,0.5419656707020696,0.0,120370586,120370586,1700093694,,False,1,0e5b3b17,2023-11-15_21-14-54,822.590176820755,822.590176820755,30864,cd0715864623,172.17.0.3,822.590176820755,1,128,3,23,2,3,24,1.4499041241252917e-05,8.861050178376707e-07,0e5b3b17,,,
2,0.46456310679611657,0.46456310679611657,0.004295059126562777,0.4630065425952436,0.00454413382905676,0.4630065425952436,0.004544133829056757,0.4519956850053937,0.0,0.45270430470844764,0.0,0.45270430470844764,0.0,0.38673139158576053,0.0,0.356544648908898,0.0,0.356544648908898,0.0,5116970,5116970,1700094163,,True,1,23402574,2023-11-15_21-22-43,1205.3239562511444,1205.3239562511444,27582,cd0715864623,172.17.0.3,1205.3239562511444,1,64,4,4,2,4,10,1.1629409422610727e-05,2.924729962651418e-06,23402574,,,
3,0.6410463861920173,0.6410463861920173,0.005003405568018035,0.6398044380866696,0.0051220747722442615,0.6398044380866696,0.005122074772244236,0.5992448759439051,0.0,0.6025314509426268,0.0,0.6025314509426268,0.0,0.4913700107874865,0.0,0.4393266189467732,0.0,0.4393266189467732,0.0,11746354,11746354,1700094249,,False,1,b310b1c7,2023-11-15_21-24-09,554.1595468521118,554.1595468521118,30864,cd0715864623,172.17.0.3,554.1595468521118,1,64,3,7,4,3,160,9.463477555882075e-05,1.2959138161914308e-06,b310b1c7,,,
4,0.6591154261057174,0.6591154261057174,0.005082726640513382,0.6618159979282484,0.005004571182460558,0.6618159979282484,0.005004571182460529,0.5884573894282632,0.0,0.5856153772746026,0.0,0.5856153772746026,0.0,0.5490830636461704,0.0,0.5284535987282829,0.0,0.5284535987282829,0.0,39712791,39712791,1700094546,,False,1,30578cc1,2023-11-15_21-29-06,383.2899913787842,383.2899913787842,27582,cd0715864623,172.17.0.3,383.2899913787842,1,64,2,11,4,4,148,0.0003461994336175427,3.466460721509224e-06,30578cc1,,,
5,0.6130528586839266,0.6130528586839266,0.008230364427276158,0.6116412256401202,0.008853863172829289,0.6116412256401202,0.008853863172829305,0.47626752966558794,0.0,0.46834386801649064,0.0,0.46834386801649064,0.0,0.20658036677454153,0.0,0.13969332972293955,0.0,0.13969332972293957,0.0,21280662,21280662,1700094563,,True,1,4fa4d400,2023-11-15_21-29-23,313.8848674297333,313.8848674297333,30864,cd0715864623,172.17.0.3,313.8848674297333,1,128,3,8,3,4,138,2.4385721475054468e-05,2.0764010455011064e-06,4fa4d400,,,
6,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,11878440,11878440,1700094623,,True,1,f2e940c7,2023-11-15_21-30-23,76.95882296562195,76.95882296562195,27582,cd0715864623,172.17.0.3,76.95882296562195,1,128,4,6,2,4,70,0.000766371883245355,2.6327613355672788e-06,f2e940c7,,,
7,0.5449298813376483,0.5449298813376483,0.00566240294784053,0.5316148988715311,0.0055843098834322015,0.531614898871531,0.005584309883432208,0.5118662351672061,0.0,0.5056303716516684,0.0,0.5056303716516684,0.0,0.4406688241639698,0.0,0.3683829192183465,0.0,0.3683829192183464,0.0,11392201,11392201,1700094802,,True,1,b65a5818,2023-11-15_21-33-22,239.49243307113647,239.49243307113647,30864,cd0715864623,172.17.0.3,239.49243307113647,1,64,4,9,3,2,206,0.00034706889221188507,3.3392154838159728e-06,b65a5818,,,
8,0.5720064724919094,0.5720064724919094,0.006031594245908506,0.565732246090265,0.0064088818836359335,0.565732246090265,0.006408881883635921,0.5269687162891047,0.0,0.5249294966758203,0.0,0.5249294966758203,0.0,0.48813376483279397,0.0,0.4342509422094827,0.0,0.4342509422094828,0.0,47801024,47801024,1700094821,,True,1,8a2a0ca1,2023-11-15_21-33-41,198.09875345230103,198.09875345230103,27582,cd0715864623,172.17.0.3,198.09875345230103,1,128,3,19,3,2,187,9.246819877023044e-05,9.138876350012134e-06,8a2a0ca1,,,
9,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1700094808,,True,1,885b78be,2023-11-15_21-33-28,5.3925275802612305,5.3925275802612305,30864,cd0715864623,172.17.0.3,5.3925275802612305,1,64,4,26,4,4,264,0.00031564653529958053,2.9879199797183076e-06,885b78be,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 238.00 MiB. GPU 0 has a total capacty of 23.68 GiB of which 16.12 MiB is free. Process 448990 has 13.82 GiB memory in use. Process 739758 has 4.18 GiB memory in use. Process 743043 has 5.66 GiB memory in use. Of the allocated memory 5.32 GiB is allocated by PyTorch, and 68.33 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/librep/transforms/topo_ae.py"", line 165, in fit
    epoch_loss, epoch_ae_loss, epoch_topo_loss = self.__one_epoch(train_data_loader, train_mode=True)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/librep/transforms/topo_ae.py"", line 77, in __one_epoch
    self.optimizer.step()

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/optim/optimizer.py"", line 280, in wrapper
    out = func(*args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/optim/optimizer.py"", line 33, in _use_grad
    ret = func(self, *args, **kwargs)

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/optim/adam.py"", line 143, in step
    adam(

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/optim/adam.py"", line 283, in adam
    func(params,

  File ""/home/darlinne.soto/.local/lib/python3.8/site-packages/torch/optim/adam.py"", line 508, in _multi_tensor_adam
    denom = torch._foreach_add(exp_avg_sq_sqrt, eps)
"
