,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/umap_ncomp,config/umap_spread,config/umap_mdist,config/umap_neigh,config/umap_epochs,logdir,error_type,error_message,error_traceback
0,0.45873786407766987,0.45873786407766987,0.006464621248371496,0.4596217368766197,0.005814375111573485,0.4596217368766197,0.005814375111573489,0.42934196332254587,0.0,0.4349838212970672,0.0,0.43498382129706725,0.0,0.34034519956850057,0.0,0.32092249363265574,0.0,0.32092249363265574,0.0,-1,-1,1705077837,False,1,34e6337b,2024-01-12_16-43-57,119.85557794570923,119.85557794570923,410236,1d43726c602a,172.17.0.2,119.85557794570923,1,,6,1.8557457583517172,1.4524844215872499,178,182,34e6337b,,,
1,0.4668284789644013,0.4668284789644013,0.01706376128749764,0.462350892218985,0.015774452985501272,0.462350892218985,0.01577445298550129,0.43473570658036675,0.0,0.4377410605894603,0.0,0.4377410605894602,0.0,0.3290183387270766,0.0,0.2868497622711668,0.0,0.28684976227116676,0.0,-1,-1,1705077839,False,1,43e0d733,2024-01-12_16-43-59,113.74385952949524,113.74385952949524,410350,1d43726c602a,172.17.0.2,113.74385952949524,1,,8,1.6339458914997884,0.6612099869471966,198,342,43e0d733,,,
2,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1705077760,False,1,ad71d054,2024-01-12_16-42-40,1.831002950668335,1.831002950668335,410444,1d43726c602a,172.17.0.2,1.831002950668335,1,,3,0.15169774843185602,1.5842604288811037,27,436,ad71d054,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
"
3,0.5460625674217907,0.5460625674217907,0.0056528899704741615,0.5565625243442354,0.004891225312898989,0.5565625243442354,0.004891225312899009,0.5382955771305286,0.0,0.5465775962489691,0.0,0.5465775962489692,0.0,0.5318230852211435,0.0,0.5026703398033834,0.0,0.5026703398033834,0.0,-1,-1,1705077853,False,1,1f3ca04d,2024-01-12_16-44-13,93.06259298324585,93.06259298324585,410444,1d43726c602a,172.17.0.2,93.06259298324585,1,,7,1.335299793852896,0.535689748450485,27,581,1f3ca04d,,,
4,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1705077838,True,1,e2c456fd,2024-01-12_16-43-58,1.8315889835357666,1.8315889835357666,410236,1d43726c602a,172.17.0.2,1.8315889835357666,1,,9,0.12553120309078758,1.0522913018676592,30,369,e2c456fd,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
"
5,0.44929881337648325,0.43969795037756204,0.002457558953591052,0.4388948205690325,0.001896673042063291,0.4388948205690325,0.001896673042063316,0.44929881337648325,0.0,0.4457717309859226,0.0,0.4457717309859226,0.0,0.33980582524271846,0.0,0.309845568666455,0.0,0.3098455686664551,0.0,-1,-1,1705077874,True,1,17c04de6,2024-01-12_16-44-34,34.338969230651855,34.338969230651855,410236,1d43726c602a,172.17.0.2,34.338969230651855,1,,3,1.2584625095325517,1.1079165082493163,81,366,17c04de6,,,
6,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1705077842,True,1,c5c545a3,2024-01-12_16-44-02,1.9282281398773193,1.9282281398773193,410350,1d43726c602a,172.17.0.2,1.9282281398773193,1,,9,0.5755685392357865,0.7765268445351252,153,599,c5c545a3,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
"
7,0.4563106796116505,0.42427184466019413,0.0032559629499000152,0.43436680126858507,0.0028684133397680195,0.43436680126858507,0.002868413339768021,0.4039913700107875,0.0,0.4183320283962592,0.0,0.41833202839625916,0.0,0.4563106796116505,0.0,0.4264246038822363,0.0,0.42642460388223624,0.0,-1,-1,1705077879,True,1,8e458a9f,2024-01-12_16-44-39,36.802921772003174,36.802921772003174,410350,1d43726c602a,172.17.0.2,36.802921772003174,1,,2,1.4379711572867098,0.35756806723478984,62,533,8e458a9f,,,
8,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1705077863,True,1,5412c72a,2024-01-12_16-44-23,1.7957470417022705,1.7957470417022705,410444,1d43726c602a,172.17.0.2,1.7957470417022705,1,,6,0.8412304169737164,1.4759877216855875,154,470,5412c72a,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
"
9,0.48381877022653724,0.4367853290183388,0.009959602060482232,0.41984579984173526,0.011391036121624697,0.41984579984173526,0.011391036121624723,0.48381877022653724,0.0,0.4720084786769312,0.0,0.4720084786769312,0.0,0.43635382955771307,0.0,0.400130394957574,0.0,0.40013039495757396,0.0,-1,-1,1705077919,False,1,b12f9c62,2024-01-12_16-45-19,54.38378405570984,54.38378405570984,410444,1d43726c602a,172.17.0.2,54.38378405570984,1,,7,0.783258171311024,0.20125360213668353,136,435,b12f9c62,,,
