,score,num_params,num_trainable_params,error_type,error_message,error_traceback,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/umap_ncomp,config/umap_spread,config/umap_mdist,config/umap_neigh,config/umap_epochs,logdir,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std)
0,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1705058035,False,1,fcf0adde,2024-01-12_11-13-55,1.9461402893066406,1.9461402893066406,364942,1d43726c602a,172.17.0.2,1.9461402893066406,1,,2,1.3094303158673242,1.441309952341181,177,443,fcf0adde,,,,,,,,,,,,,,,,,,
1,0.46763754045307443,-1,-1,,,,1705058148,False,1,03fc0f5b,2024-01-12_11-15-48,112.77054977416992,112.77054977416992,364942,1d43726c602a,172.17.0.2,112.77054977416992,1,,8,1.6090502800249782,1.088686479132027,119,508,03fc0f5b,0.42502696871628914,0.015901940678783876,0.4415862178338422,0.012860099100584393,0.4415862178338422,0.0128600991005844,0.46763754045307443,0.0,0.45488905235840077,0.0,0.4548890523584007,0.0,0.44983818770226536,0.0,0.46086410087704205,0.0,0.46086410087704216,0.0
2,0.41693635382955774,-1,-1,,,,1705058124,False,1,ab72db84,2024-01-12_11-15-24,82.52295804023743,82.52295804023743,365102,1d43726c602a,172.17.0.2,82.52295804023743,1,,3,1.929446737269683,0.8316223321422449,17,274,ab72db84,0.4053937432578209,0.0048134436930578565,0.3986878913607196,0.005000028425038643,0.3986878913607196,0.005000028425038651,0.39428263214670983,0.0,0.390136360480279,0.0,0.39013636048027905,0.0,0.41693635382955774,0.0,0.40786637707430123,0.0,0.4078663770743012,0.0
3,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1705058080,False,1,e58f2900,2024-01-12_11-14-40,1.8760828971862793,1.8760828971862793,365209,1d43726c602a,172.17.0.2,1.8760828971862793,1,,5,1.7949775491868356,1.9797870331021499,87,548,e58f2900,,,,,,,,,,,,,,,,,,
4,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1705058082,False,1,147a2087,2024-01-12_11-14-42,1.8857367038726807,1.8857367038726807,365209,1d43726c602a,172.17.0.2,1.8857367038726807,1,,8,0.659391287709167,1.346608860080949,137,273,147a2087,,,,,,,,,,,,,,,,,,
5,0.38996763754045305,-1,-1,,,,1705058177,False,1,681d48bc,2024-01-12_11-16-17,89.56716299057007,89.56716299057007,365209,1d43726c602a,172.17.0.2,89.56716299057007,1,,4,1.1697178848704761,0.974853941300575,181,583,681d48bc,0.33613807982740024,0.005250525792292533,0.3207224970909286,0.004470436136060957,0.3207224970909286,0.004470436136060949,0.38996763754045305,0.0,0.3654615645673093,0.0,0.3654615645673093,0.0,0.27292340884573896,0.0,0.2581009265622654,0.0,0.2581009265622654,0.0
6,0.34735706580366776,-1,-1,,,,1705058194,True,1,8867adc8,2024-01-12_11-16-34,53.2242865562439,53.2242865562439,365102,1d43726c602a,172.17.0.2,53.2242865562439,1,,6,1.5285554706894815,0.057417348419241954,185,368,8867adc8,0.24579288025889964,0.019716400390672552,0.2758443485491084,0.016808817559427883,0.2758443485491084,0.01680881755942787,0.34735706580366776,0.0,0.34528283301623225,0.0,0.3452828330162322,0.0,0.2405609492988134,0.0,0.24405875124562534,0.0,0.24405875124562532,0.0
7,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1705058150,True,1,bd6447b0,2024-01-12_11-15-50,1.8618919849395752,1.8618919849395752,364942,1d43726c602a,172.17.0.2,1.8618919849395752,1,,2,1.2287667121992196,1.8591489526440286,162,278,bd6447b0,,,,,,,,,,,,,,,,,,
8,0.3365695792880259,-1,-1,,,,1705058183,True,1,ab8522fa,2024-01-12_11-16-23,29.378718376159668,29.378718376159668,364942,1d43726c602a,172.17.0.2,29.378718376159668,1,,2,0.9386338566921,0.3176735144383618,118,166,ab8522fa,0.3110571736785329,0.010506175636621663,0.28592772453556525,0.008348082199096586,0.2859277245355652,0.008348082199096597,0.3365695792880259,0.0,0.29398061264463965,0.0,0.29398061264463965,0.0,0.10355987055016182,0.0,0.10840324453499502,0.0,0.10840324453499503,0.0
9,0.32416396979503775,-1,-1,,,,1705058226,True,1,0cc32dd7,2024-01-12_11-17-06,48.98710489273071,48.98710489273071,365209,1d43726c602a,172.17.0.2,48.98710489273071,1,,7,1.0683824861675486,0.27822783769762793,151,280,0cc32dd7,0.24514563106796117,0.014242444365168168,0.27200823962530507,0.010022919167504954,0.27200823962530507,0.010022919167504942,0.32416396979503775,0.0,0.3422771160154449,0.0,0.34227711601544497,0.0,0.29341963322545844,0.0,0.2980076851055801,0.0,0.2980076851055801,0.0
