,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,residual variance (pearson),residual variance (spearman),trustworthiness,continuity,co k nearest neighbor size,local continuity meta criterion,local property,global property,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_CL,config/size_CL,config/kernel,config/num_HL,config/latent_dim,logdir,error_type,error_message,error_traceback
0,0.6431924882629108,0.6431924882629108,0.016959992364496194,0.643953032635184,0.016732015606488466,0.643953032635184,0.016732015606488456,0.5516431924882629,0.0,0.5054427082309467,0.0,0.5054427082309467,0.0,0.5070422535211268,0.0,0.43152662784444296,0.0,0.43152662784444296,0.0,11585537,11585537,0.06123462460425444,0.11115775824191654,0.7162789443405724,0.8043981015389041,0.2501470588235294,0.21241120976692562,0.3176470588235294,0.7049094143747222,1708730020,False,1,4f3df7a0,2024-02-23_23-13-40,259.4695711135864,259.4695711135864,1563,c6b012403c46,172.17.0.2,259.4695711135864,1,,64,4,7,2,3,86,4f3df7a0,,,
1,0.6535211267605635,0.6535211267605635,0.012518583686359988,0.6525277444368042,0.01109530949599478,0.6525277444368043,0.01109530949599477,0.49295774647887325,0.0,0.4581943291179033,0.0,0.4581943291179033,0.0,0.5492957746478874,0.0,0.5103841895652241,0.0,0.510384189565224,0.0,216026981,216026981,0.06136010724263874,0.12936512649711573,0.7065122968502804,0.7813159787142241,0.275,0.23726415094339626,0.30823529411764705,0.6870075921462983,1708730084,False,1,5085bbdb,2024-02-23_23-14-44,314.7870557308197,314.7870557308197,1666,c6b012403c46,172.17.0.2,314.7870557308197,1,,64,2,26,3,4,65,5085bbdb,,,
2,0.6065727699530516,0.6065727699530516,0.008541504882000126,0.6133368676192495,0.00890647654955227,0.6133368676192495,0.008906476549552251,0.42488262910798125,0.0,0.4157577234850793,0.0,0.4157577234850793,0.0,0.47183098591549294,0.0,0.4719863779993964,0.0,0.4719863779993964,0.0,2235366,2235366,0.3444993922891574,0.23132799708399066,0.6426308787573709,0.7759866244786423,0.13352941176470587,0.0957935627081021,0.4171169685503613,0.894122132257226,1708730026,True,1,34b0e38d,2024-02-23_23-13-46,251.86676144599915,251.86676144599915,1715,c6b012403c46,172.17.0.2,251.86676144599915,1,,64,4,4,3,2,86,34b0e38d,,,
3,0.6112676056338028,0.6112676056338028,0.01229652662320076,0.611113102963685,0.0119481672453001,0.611113102963685,0.011948167245300075,0.5,0.0,0.4684691758992819,0.0,0.46846917589928194,0.0,0.45539906103286387,0.0,0.41472857595318563,0.0,0.41472857595318563,0.0,81934246,81934246,0.041787834510793265,0.07452284734296555,0.7282209118366173,0.8503448151876888,0.2811764705882353,0.24344062153163154,0.4711046958132851,0.8840001181950036,1708730021,True,1,a8d059a2,2024-02-23_23-13-41,241.54024720191956,241.54024720191956,1764,c6b012403c46,172.17.0.2,241.54024720191956,1,,128,4,16,2,4,46,a8d059a2,,,
4,0.555868544600939,0.555868544600939,0.010003415846320415,0.5483912570798003,0.010041338394239086,0.5483912570798003,0.010041338394239083,0.5258215962441315,0.0,0.5018541636599159,0.0,0.501854163659916,0.0,0.4647887323943662,0.0,0.39181359694838513,0.0,0.3918135969483851,0.0,37736943,37736943,0.23093825650698385,0.5674936812914797,0.63172946929383,0.6479426146986912,0.12220588235294118,0.0844700332963374,0.4805423333427133,0.9825161010775058,1708730015,False,1,86c29595,2024-02-23_23-13-35,216.97804856300354,216.97804856300354,1813,c6b012403c46,172.17.0.2,216.97804856300354,1,,128,4,13,3,3,44,86c29595,,,
5,0.58943661971831,0.58943661971831,0.008229365325332453,0.5963561613917562,0.007646657322085828,0.5963561613917563,0.007646657322085841,0.43427230046948356,0.0,0.3901596945907481,0.0,0.39015969459074806,0.0,0.47417840375586856,0.0,0.4240468350287394,0.0,0.42404683502873936,0.0,38594525,38594525,0.07304266434127316,0.11021739739419334,0.7251528117359414,0.840518840788149,0.18764705882352942,0.14991120976692565,0.42746409482875736,0.8808380611262637,1708730076,True,1,ba919179,2024-02-23_23-14-36,60.11730742454529,60.11730742454529,1813,c6b012403c46,172.17.0.2,60.11730742454529,1,,128,4,13,2,3,44,ba919179,,,
6,0.5762910798122065,0.5762910798122065,0.013247841370443611,0.5833551919580501,0.0131484237914333,0.5833551919580502,0.013148423791433274,0.47417840375586856,0.0,0.4338708121871539,0.0,0.4338708121871539,0.0,0.5023474178403756,0.0,0.48402736512441,0.0,0.48402736512441,0.0,22762958,22762958,0.05478860060002311,0.10116891107778025,0.7075906083704875,0.8080235150294837,0.25779411764705884,0.22005826859045508,0.48757439384380336,0.909632111935182,1708730081,True,1,05dc0927,2024-02-23_23-14-41,60.49931836128235,60.49931836128235,1563,c6b012403c46,172.17.0.2,60.49931836128235,1,,128,3,10,3,3,54,05dc0927,,,
7,0.4382629107981221,0.4382629107981221,0.006967522103124801,0.3641203130022202,0.007758254379482027,0.3641203130022202,0.007758254379482045,0.37089201877934275,0.0,0.28820440424155597,0.0,0.28820440424155597,0.0,0.3615023474178404,0.0,0.25526587322003275,0.0,0.25526587322003275,0.0,65128872,65128872,0.53358701066175,0.22605826205922164,0.658125629224795,0.7674226952394649,0.1213235294117647,0.08358768035516093,0.420172739835388,0.9149707416185415,1708730103,True,1,c2f86790,2024-02-23_23-15-03,81.8933572769165,81.8933572769165,1764,c6b012403c46,172.17.0.2,81.8933572769165,1,,64,3,17,3,3,49,c2f86790,,,
8,0.5847417840375587,0.5847417840375587,0.006758769976003719,0.5915249283990751,0.006598648386660519,0.591524928399075,0.006598648386660528,0.5539906103286385,0.0,0.5629729031016732,0.0,0.5629729031016732,0.0,0.49295774647887325,0.0,0.43354563642740634,0.0,0.4335456364274063,0.0,124884681,124884681,0.17739217242484573,0.3102691989233688,0.5948701999137063,0.7038346756795628,0.11220588235294118,0.07447003329633742,0.4079207245033227,0.9195431143997311,1708730102,True,1,4e8fc504,2024-02-23_23-15-02,76.20438528060913,76.20438528060913,1715,c6b012403c46,172.17.0.2,76.20438528060913,1,,128,4,20,3,4,45,4e8fc504,,,
9,0.6096244131455398,0.6096244131455398,0.011832941935331992,0.6088086879766845,0.012155421056254336,0.6088086879766845,0.012155421056254353,0.4131455399061033,0.0,0.3443293363900748,0.0,0.34432933639007474,0.0,0.5305164319248826,0.0,0.4853522033863518,0.0,0.48535220338635193,0.0,13195527,13195527,0.23987499835181403,0.11094057694273507,0.7597716812886524,0.8722810297713217,0.26279411764705884,0.22505826859045508,0.4977702784875151,0.9190848820377626,1708730120,True,1,1b22f7c0,2024-02-23_23-15-20,44.748368978500366,44.748368978500366,1813,c6b012403c46,172.17.0.2,44.748368978500366,1,,64,2,10,2,2,51,1b22f7c0,,,
