,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/umap_ncomp,config/umap_spread,config/umap_mdist,config/umap_neigh,config/umap_epochs,logdir,error_type,error_message,error_traceback
0,0.43096008629989213,0.36305285868392667,0.010584525430795643,0.3952850999999183,0.0098871528488381,0.3952850999999183,0.00988715284883811,0.4045307443365696,0.0,0.4189811316068135,0.0,0.4189811316068135,0.0,0.43096008629989213,0.0,0.43835844202348745,0.0,0.43835844202348745,0.0,-1,-1,1705062796,False,1,866e7c37,2024-01-12_12-33-16,170.38248252868652,170.38248252868652,1321420,c6b012403c46,172.17.0.2,170.38248252868652,1,,15,1.762476693843132,0.18625534869400706,44,599,866e7c37,,,
1,0.3408845738942826,0.2715210355987055,0.009766101659336585,0.2756415526153007,0.007428363670618539,0.2756415526153007,0.00742836367061854,0.3408845738942826,0.0,0.3346630013118123,0.0,0.3346630013118123,0.0,0.296655879180151,0.0,0.24418376665473254,0.0,0.24418376665473254,0.0,-1,-1,1705062808,False,1,cbe7c47e,2024-01-12_12-33-28,176.3845555782318,176.3845555782318,1321533,c6b012403c46,172.17.0.2,176.3845555782318,1,,9,0.533060371457488,0.025205515752876995,181,596,cbe7c47e,,,
2,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1705062710,False,1,6946d859,2024-01-12_12-31-50,1.947521448135376,1.947521448135376,1321636,c6b012403c46,172.17.0.2,1.947521448135376,1,,14,1.0776863363278153,1.8063450403462202,79,392,6946d859,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
"
3,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1705062712,False,1,5616e29f,2024-01-12_12-31-52,1.9872462749481201,1.9872462749481201,1321636,c6b012403c46,172.17.0.2,1.9872462749481201,1,,8,0.7176170753869395,1.473689220430934,196,323,5616e29f,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
"
4,0.43581445523193096,0.4140237324703344,0.022825413995090003,0.42901179778421056,0.022080847811868802,0.42901179778421056,0.022080847811868802,0.43581445523193096,0.0,0.42765352274516216,0.0,0.42765352274516216,0.0,0.3743257820927724,0.0,0.3944848563673102,0.0,0.39448485636731023,0.0,-1,-1,1705062815,False,1,f30031b0,2024-01-12_12-33-35,102.85672354698181,102.85672354698181,1321636,c6b012403c46,172.17.0.2,102.85672354698181,1,,5,1.9020533518311524,1.0239604875704484,98,448,f30031b0,,,
5,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1705062799,True,1,732614b5,2024-01-12_12-33-19,1.8284971714019775,1.8284971714019775,1321420,c6b012403c46,172.17.0.2,1.8284971714019775,1,,16,0.7211661144781614,1.65635006138499,48,251,732614b5,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
"
6,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1705062801,True,1,974e9940,2024-01-12_12-33-21,1.854198694229126,1.854198694229126,1321420,c6b012403c46,172.17.0.2,1.854198694229126,1,,6,0.14344381398960926,0.5177368351040534,30,203,974e9940,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
"
7,-0.1,,,,,,,,,,,,,,,,,,,-1,-1,1705062803,False,1,a32dde8c,2024-01-12_12-33-23,1.8628060817718506,1.8628060817718506,1321420,c6b012403c46,172.17.0.2,1.8628060817718506,1,,12,1.3304462366927332,1.7633212621049337,144,222,a32dde8c,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 136, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
"
8,0.36138079827400216,0.35679611650485443,0.006929438337974585,0.3643367968227403,0.006852367140709894,0.36433679682274034,0.006852367140709888,0.36138079827400216,0.0,0.3739630416742561,0.0,0.3739630416742561,0.0,0.24217907227615965,0.0,0.2480443504967718,0.0,0.2480443504967718,0.0,-1,-1,1705062845,True,1,d49a18ba,2024-01-12_12-34-05,40.41284680366516,40.41284680366516,1321420,c6b012403c46,172.17.0.2,40.41284680366516,1,,6,0.5950952902715863,0.059368995917084,103,227,d49a18ba,,,
9,0.4104638619201726,0.375512405609493,0.0026069139101606346,0.3806169559456888,0.002753242289742879,0.3806169559456888,0.0027532422897428733,0.3737864077669903,0.0,0.3799923018963978,0.0,0.3799923018963979,0.0,0.4104638619201726,0.0,0.40238854256186657,0.0,0.40238854256186657,0.0,-1,-1,1705062849,True,1,77db8459,2024-01-12_12-34-09,36.32573962211609,36.32573962211609,1321533,c6b012403c46,172.17.0.2,36.32573962211609,1,,4,1.753021595572703,1.7154162666109425,33,447,77db8459,,,
